date,L006_RADP_MICROMOLE/m^2/s,L001_RADP_MICROMOLE/m^2/s,L005_RADP_MICROMOLE/m^2/s,LZ40_RADP_MICROMOLE/m^2/s,Mean_RADP
2012-07-28,622.32,,,538.92,580.62
2012-07-29,625.4,,,499.2,562.3
2012-07-30,611.14,,,455.97,533.5550000000001
2012-07-31,631.48,,,424.42,527.95
2012-08-01,493.19,,,338.19,415.69
2012-08-02,611.08,,,567.21,589.145
2012-08-03,466.99,,,430.31,448.65
2012-08-04,516.82,,,422.8,469.81000000000006
2012-08-05,437.34,,,464.79,451.065
2012-08-06,318.12,,,390.26,354.19
2012-08-07,506.12,,,452.96,479.53999999999996
2012-08-08,632.98,,,523.82,578.4000000000001
2012-08-09,633.9,,,569.42,601.66
2012-08-10,418.73,,,347.66,383.19500000000005
2012-08-11,521.69,,,411.5,466.595
2012-08-12,286.18,,,182.62,234.4
2012-08-13,546.07,,,486.67,516.37
2012-08-14,493.07,,,351.92,422.495
2012-08-15,557.02,,,493.55,525.285
2012-08-16,453.6,,,345.18,399.39
2012-08-17,445.77,,,255.81,350.78999999999996
2012-08-18,311.79,,,192.21,252.0
2012-08-19,566.14,,,422.02,494.08
2012-08-20,555.49,,,290.73,423.11
2012-08-21,422.87,,,278.28,350.575
2012-08-22,518.65,,,447.26,482.955
2012-08-23,578.23,,,520.34,549.2850000000001
2012-08-24,479.72,,,450.83,465.275
2012-08-25,240.69,,,250.03,245.36
2012-08-26,73.15,,,73.01,73.08000000000001
2012-08-27,84.61,,,72.48,78.545
2012-08-28,470.17,,,374.23,422.20000000000005
2012-08-29,561.53,,,536.95,549.24
2012-08-30,532.78,,,504.17,518.475
2012-08-31,463.28,,,449.52,456.4
2012-09-01,558.79,,,387.69,473.24
2012-09-02,542.59,,,515.44,529.0150000000001
2012-09-03,555.3,,,517.59,536.4449999999999
2012-09-04,514.28,,,409.13,461.705
2012-09-05,475.8,,,449.7,462.75
2012-09-06,273.64,,,402.49,338.065
2012-09-07,540.27,,,517.78,529.025
2012-09-08,361.01,,,448.74,404.875
2012-09-09,371.24,,,466.07,418.655
2012-09-10,310.52,,,206.94,258.73
2012-09-11,345.32,,,380.41,362.865
2012-09-12,489.27,,,515.53,502.4
2012-09-13,267.46,,,287.96,277.71
2012-09-14,351.66,,,331.15,341.405
2012-09-15,299.65,,,447.91,373.78
2012-09-16,420.63,,,409.76,415.195
2012-09-17,446.79,,,330.06,388.425
2012-09-18,458.6,,,394.95,426.775
2012-09-19,478.97,,,396.31,437.64
2012-09-20,449.95,,,426.97,438.46000000000004
2012-09-21,336.12,,,332.3,334.21000000000004
2012-09-22,272.01,,,246.8,259.405
2012-09-23,458.43,,,449.44,453.935
2012-09-24,294.98,,,370.97,332.975
2012-09-25,340.13,,,336.97,338.55
2012-09-26,251.13,,,248.69,249.91
2012-09-27,530.58,,,457.43,494.005
2012-09-28,504.01,,,389.17,446.59000000000003
2012-09-29,554.14,,,498.31,526.225
2012-09-30,433.47,,,443.19,438.33000000000004
2012-10-01,289.11,,,286.37,287.74
2012-10-02,232.39,,,235.29,233.83999999999997
2012-10-03,374.37,,,377.67,376.02
2012-10-04,337.48,,,318.99,328.235
2012-10-05,386.34,,,410.41,398.375
2012-10-06,384.96,,,354.96,369.96
2012-10-07,407.73,,,379.73,393.73
2012-10-08,339.32,,,293.3,316.31
2012-10-09,489.26,,,444.18,466.72
2012-10-10,463.3,,,427.35,445.32500000000005
2012-10-11,476.86,,,431.3,454.08000000000004
2012-10-12,477.26,,,425.37,451.315
2012-10-13,397.03,,,365.57,381.29999999999995
2012-10-14,302.58,,,336.51,319.54499999999996
2012-10-15,454.27,,,388.6,421.435
2012-10-16,472.07,,,465.6,468.83500000000004
2012-10-17,238.85,,,132.68,185.765
2012-10-18,374.27,,,388.53,381.4
2012-10-19,460.29,,,467.93,464.11
2012-10-20,431.32,,,452.43,441.875
2012-10-21,462.93,,,475.7,469.315
2012-10-22,450.05,,,464.39,457.22
2012-10-23,370.09,,,446.19,408.14
2012-10-24,436.2,,,436.46,436.33
2012-10-25,156.45,,,169.29,162.87
2012-10-26,186.39,,,220.99,203.69
2012-10-27,247.88,,,363.52,305.7
2012-10-28,379.0,,,444.96,411.98
2012-10-29,427.77,,,457.35,442.56
2012-10-30,421.27,,,443.86,432.565
2012-10-31,389.63,,,357.89,373.76
2012-11-01,363.57,,,304.44,334.005
2012-11-02,413.6,,,400.92,407.26
2012-11-03,416.74,,,424.79,420.765
2012-11-04,378.9,,,403.5,391.2
2012-11-05,263.75,,,239.93,251.84
2012-11-06,247.15,,,281.06,264.105
2012-11-07,382.68,,,395.38,389.03
2012-11-08,397.81,,,420.01,408.90999999999997
2012-11-09,374.91,,,406.57,390.74
2012-11-10,248.65,,,267.76,258.205
2012-11-11,367.8,,,390.26,379.03
2012-11-12,234.77,,,300.32,267.545
2012-11-13,234.25,,,262.64,248.445
2012-11-14,288.73,,,234.83,261.78000000000003
2012-11-15,379.8,,,397.26,388.53
2012-11-16,201.99,,,232.15,217.07
2012-11-17,364.55,,,348.08,356.315
2012-11-18,286.86,,,282.53,284.695
2012-11-19,156.39,,,168.63,162.51
2012-11-20,250.11,,,287.22,268.665
2012-11-21,362.47,,,373.74,368.105
2012-11-22,362.66,,,381.6,372.13
2012-11-23,361.64,,,382.36,372.0
2012-11-24,330.2,,,371.21,350.705
2012-11-25,316.21,,,371.53,343.87
2012-11-26,293.2,,,294.6,293.9
2012-11-27,205.43,,,279.87,242.65
2012-11-28,272.85,,,311.34,292.095
2012-11-29,321.05,,,321.71,321.38
2012-11-30,266.06,,,233.94,250.0
2012-12-01,272.5,,,247.56,260.03
2012-12-02,310.75,,,257.82,284.28499999999997
2012-12-03,330.48,,,317.02,323.75
2012-12-04,228.64,,,243.13,235.885
2012-12-05,187.43,,,194.1,190.765
2012-12-06,292.68,,,276.31,284.495
2012-12-07,316.59,,,294.14,305.365
2012-12-08,265.93,,,258.04,261.985
2012-12-09,317.65,,,302.89,310.27
2012-12-10,271.85,,,276.78,274.315
2012-12-11,134.8,,,130.79,132.79500000000002
2012-12-12,165.2,,,164.47,164.83499999999998
2012-12-13,86.0,,,83.5,84.75
2012-12-14,290.43,,,292.57,291.5
2012-12-15,323.76,,,319.16,321.46000000000004
2012-12-16,213.59,,,195.76,204.675
2012-12-17,263.14,,,255.67,259.405
2012-12-18,264.14,,,284.34,274.24
2012-12-19,286.3,,,316.86,301.58000000000004
2012-12-20,312.63,,,305.64,309.135
2012-12-21,304.42,,,329.37,316.895
2012-12-22,336.41,,,338.63,337.52
2012-12-23,269.7,,,270.69,270.195
2012-12-24,258.45,,,251.73,255.08999999999997
2012-12-25,204.47,,,292.84,248.65499999999997
2012-12-26,228.82,,,265.09,246.95499999999998
2012-12-27,297.99,,,333.39,315.69
2012-12-28,228.06,,,250.44,239.25
2012-12-29,196.0,,,214.24,205.12
2012-12-30,309.6,,,317.13,313.365
2012-12-31,312.18,,,323.12,317.65
2013-01-01,295.33,,,299.18,297.255
2013-01-02,299.89,,,323.54,311.71500000000003
2013-01-03,299.96,,,314.29,307.125
2013-01-04,213.08,,,219.34,216.21
2013-01-05,163.68,,,204.11,183.895
2013-01-06,242.95,,,277.68,260.315
2013-01-07,247.84,,,259.39,253.615
2013-01-08,208.24,,,193.91,201.075
2013-01-09,325.9,,,353.42,339.65999999999997
2013-01-10,250.4,,,224.86,237.63
2013-01-11,258.62,,,256.73,257.675
2013-01-12,256.96,,,231.06,244.01
2013-01-13,306.05,,,228.35,267.2
2013-01-14,286.16,,,210.42,248.29000000000002
2013-01-15,130.1,,,76.4,103.25
2013-01-16,279.68,,,211.49,245.585
2013-01-17,298.88,,,350.29,324.58500000000004
2013-01-18,337.55,,,358.47,348.01
2013-01-19,101.76,,,110.43,106.095
2013-01-20,298.3,,,310.18,304.24
2013-01-21,256.91,,,283.25,270.08000000000004
2013-01-22,290.68,,,306.63,298.655
2013-01-23,361.5,,,387.32,374.40999999999997
2013-01-24,375.6,,,391.87,383.735
2013-01-25,358.44,,,372.32,365.38
2013-01-26,370.78,,,371.81,371.29499999999996
2013-01-27,370.8,,,366.74,368.77
2013-01-28,383.16,,,371.84,377.5
2013-01-29,255.56,,,244.14,249.85
2013-01-30,348.76,,,389.33,369.04499999999996
2013-01-31,194.79,,,244.85,219.82
2013-02-01,392.79,,,424.5,408.645
2013-02-02,378.66,,,406.35,392.505
2013-02-03,390.0,,,406.99,398.495
2013-02-04,393.13,,,423.33,408.23
2013-02-05,380.25,,,394.48,387.365
2013-02-06,363.54,,,402.01,382.775
2013-02-07,385.46,,,405.2,395.33
2013-02-08,345.44,,,314.47,329.95500000000004
2013-02-09,405.97,,,400.82,403.395
2013-02-10,263.68,,,280.23,271.95500000000004
2013-02-11,351.0,,,366.74,358.87
2013-02-12,371.67,,,395.69,383.68
2013-02-13,379.85,,,366.42,373.135
2013-02-14,50.68,,,71.35,61.015
2013-02-15,116.28,,,107.39,111.83500000000001
2013-02-16,355.94,,,376.73,366.33500000000004
2013-02-17,452.68,,,457.99,455.33500000000004
2013-02-18,384.63,,,428.4,406.515
2013-02-19,365.7,,,367.68,366.69
2013-02-20,398.14,,,406.69,402.41499999999996
2013-02-21,395.49,,,376.52,386.005
2013-02-22,376.64,,,392.3,384.47
2013-02-23,410.8,,,444.11,427.45500000000004
2013-02-24,388.16,,,409.31,398.735
2013-02-25,358.64,,,373.05,365.845
2013-02-26,337.56,,,367.26,352.40999999999997
2013-02-27,171.98,,,179.16,175.57
2013-02-28,272.11,,,302.78,287.445
2013-03-01,188.15,,,199.64,193.89499999999998
2013-03-02,322.98,,,333.37,328.175
2013-03-03,450.33,,,467.75,459.03999999999996
2013-03-04,489.99,,,510.6,500.295
2013-03-05,454.62,,,493.7,474.15999999999997
2013-03-06,355.43,,,369.99,362.71000000000004
2013-03-07,489.62,,,476.23,482.925
2013-03-08,494.06,,,481.49,487.775
2013-03-09,458.48,,,3.36,230.92000000000002
2013-03-10,409.79,,,4.11,206.95000000000002
2013-03-11,357.47,,,2.68,180.07500000000002
2013-03-12,187.75,,,2.0,94.875
2013-03-13,413.12,,,1.6,207.36
2013-03-14,511.23,,,0.93,256.08
2013-03-15,508.15,,,1.03,254.58999999999997
2013-03-16,474.5,,,1.42,237.96
2013-03-17,377.16,,,1.69,189.425
2013-03-18,253.19,,,88.31,170.75
2013-03-19,327.12,,,273.92,300.52
2013-03-20,288.62,,,220.72,254.67000000000002
2013-03-21,537.74,,,471.68,504.71000000000004
2013-03-22,308.57,,,288.73,298.65
2013-03-23,469.15,,,435.29,452.22
2013-03-24,383.16,,,397.16,390.16
2013-03-25,504.22,,,485.59,494.905
2013-03-26,517.0,,,490.88,503.94
2013-03-27,547.26,,,526.35,536.8050000000001
2013-03-28,540.13,,,449.86,494.995
2013-03-29,535.39,,,451.13,493.26
2013-03-30,503.78,,,437.43,470.605
2013-03-31,503.88,,,441.51,472.695
2013-04-01,484.32,,,399.84,442.08
2013-04-02,529.26,,,487.66,508.46000000000004
2013-04-03,496.62,,,456.51,476.565
2013-04-04,211.53,,,173.47,192.5
2013-04-05,164.86,,,168.2,166.53
2013-04-06,558.39,,,487.36,522.875
2013-04-07,364.28,,,389.85,377.065
2013-04-08,564.31,,,484.93,524.62
2013-04-09,350.55,,,401.71,376.13
2013-04-10,538.29,,,464.23,501.26
2013-04-11,442.55,,,516.06,479.30499999999995
2013-04-12,487.31,,,542.14,514.725
2013-04-13,455.89,,,504.36,480.125
2013-04-14,524.04,,,579.62,551.8299999999999
2013-04-15,488.15,,,503.58,495.865
2013-04-16,374.32,,,431.54,402.93
2013-04-17,561.97,,,519.17,540.5699999999999
2013-04-18,531.81,,,529.5,530.655
2013-04-19,520.5,,,511.95,516.225
2013-04-20,361.56,,,345.51,353.53499999999997
2013-04-21,541.8,,,548.31,545.055
2013-04-22,300.09,,,330.06,315.075
2013-04-23,584.23,,,615.1,599.665
2013-04-24,574.66,,,615.67,595.165
2013-04-25,582.22,,,613.94,598.08
2013-04-26,576.83,,,578.8,577.815
2013-04-27,580.84,,,610.54,595.69
2013-04-28,599.16,,,626.99,613.075
2013-04-29,442.03,,,506.92,474.475
2013-04-30,332.14,,,351.92,342.03
2013-05-01,272.94,,,309.84,291.39
2013-05-02,129.48,,,148.35,138.915
2013-05-03,537.54,,,596.43,566.9849999999999
2013-05-04,571.44,,,589.51,580.475
2013-05-05,545.83,,,585.71,565.77
2013-05-06,453.84,,,547.09,500.46500000000003
2013-05-07,606.81,,,664.26,635.535
2013-05-08,600.95,,,663.2,632.075
2013-05-09,596.49,,,660.33,628.4100000000001
2013-05-10,539.4,,,596.76,568.0799999999999
2013-05-11,566.94,,,608.21,587.575
2013-05-12,517.57,,,443.8,480.68500000000006
2013-05-13,496.22,,,554.96,525.59
2013-05-14,603.52,,,669.65,636.585
2013-05-15,607.57,,,670.98,639.2750000000001
2013-05-16,599.76,,,641.33,620.5450000000001
2013-05-17,584.81,,,640.94,612.875
2013-05-18,611.32,,,657.01,634.165
2013-05-19,541.45,,,590.0,565.725
2013-05-20,525.68,,,535.03,530.355
2013-05-21,486.34,,,523.01,504.67499999999995
2013-05-22,462.65,,,515.43,489.03999999999996
2013-05-23,619.25,,,676.69,647.97
2013-05-24,606.45,,,667.99,637.22
2013-05-25,617.71,,,672.53,645.12
2013-05-26,552.48,,,615.83,584.155
2013-05-27,549.29,,,625.66,587.4749999999999
2013-05-28,414.8,,,480.21,447.505
2013-05-29,310.56,,,344.59,327.575
2013-05-30,363.06,,,419.35,391.20500000000004
2013-05-31,342.0,,,403.49,372.745
2013-06-01,342.8,,,401.59,372.195
2013-06-02,538.43,,,574.59,556.51
2013-06-03,428.97,,,492.38,460.675
2013-06-04,255.92,,,305.69,280.805
2013-06-05,141.85,,,164.45,153.14999999999998
2013-06-06,184.75,,,169.93,177.34
2013-06-07,418.34,,,438.14,428.24
2013-06-08,272.67,,,207.71,240.19
2013-06-09,601.39,,,602.73,602.06
2013-06-10,516.23,,,568.67,542.45
2013-06-11,486.36,,,493.41,489.885
2013-06-12,440.57,,,443.59,442.08
2013-06-13,523.67,,,533.8,528.7349999999999
2013-06-14,577.29,,,425.88,501.585
2013-06-15,528.07,,,543.63,535.85
2013-06-16,574.26,,,604.64,589.45
2013-06-17,627.41,,,645.72,636.565
2013-06-18,612.08,,,652.27,632.175
2013-06-19,597.75,,,609.01,603.38
2013-06-20,441.91,,,397.86,419.885
2013-06-21,570.47,,,596.34,583.405
2013-06-22,602.69,,,650.91,626.8
2013-06-23,276.47,,,329.46,302.96500000000003
2013-06-24,439.11,,,259.63,349.37
2013-06-25,338.39,,,276.71,307.54999999999995
2013-06-26,456.72,,,335.5,396.11
2013-06-27,412.85,,,245.53,329.19
2013-06-28,550.07,,,141.61,345.84000000000003
2013-06-29,306.43,,,178.64,242.535
2013-06-30,285.49,,,271.08,278.28499999999997
2013-07-01,238.76,,,99.98,169.37
2013-07-02,237.77,,,141.91,189.84
2013-07-03,351.67,,,272.22,311.94500000000005
2013-07-04,331.45,,,294.41,312.93
2013-07-05,204.99,,,214.79,209.89
2013-07-06,445.59,,,404.45,425.02
2013-07-07,371.47,,,450.88,411.175
2013-07-08,383.35,,,265.97,324.66
2013-07-09,332.64,,,418.46,375.54999999999995
2013-07-10,386.01,,,294.87,340.44
2013-07-11,346.61,,,245.0,295.805
2013-07-12,441.93,,,442.89,442.40999999999997
2013-07-13,87.92,,,207.7,147.81
2013-07-14,216.53,,,123.75,170.14
2013-07-15,345.68,,,399.33,372.505
2013-07-16,197.48,,,186.71,192.095
2013-07-17,230.03,,,337.7,283.865
2013-07-18,212.14,,,214.22,213.18
2013-07-19,319.06,,,215.02,267.04
2013-07-20,250.25,,,198.34,224.29500000000002
2013-07-21,331.92,,,266.32,299.12
2013-07-22,489.56,,,582.59,536.075
2013-07-23,469.92,,,498.76,484.34000000000003
2013-07-24,356.63,,,395.11,375.87
2013-07-25,325.82,,,277.83,301.825
2013-07-26,466.28,,,283.22,374.75
2013-07-27,364.22,,,229.23,296.725
2013-07-28,386.29,,,399.22,392.755
2013-07-29,292.19,,,296.95,294.57
2013-07-30,194.47,,,198.12,196.29500000000002
2013-07-31,291.32,,,283.13,287.225
2013-08-01,525.29,,,469.79,497.53999999999996
2013-08-02,422.41,,,347.59,385.0
2013-08-03,98.25,,,130.61,114.43
2013-08-04,358.18,,,436.11,397.145
2013-08-05,276.81,,,383.04,329.925
2013-08-06,418.55,,,543.96,481.255
2013-08-07,316.68,,,227.58,272.13
2013-08-08,253.88,,,295.1,274.49
2013-08-09,289.15,,,360.53,324.84
2013-08-10,350.88,,,439.05,394.96500000000003
2013-08-11,166.28,,,302.15,234.21499999999997
2013-08-12,368.14,,,558.31,463.22499999999997
2013-08-13,558.57,,,542.09,550.33
2013-08-14,467.07,,,239.74,353.405
2013-08-15,265.41,,,259.26,262.33500000000004
2013-08-16,444.13,,,523.21,483.67
2013-08-17,230.22,,,399.54,314.88
2013-08-18,364.37,,,562.94,463.65500000000003
2013-08-19,589.31,,,546.6,567.9549999999999
2013-08-20,424.85,,,444.23,434.54
2013-08-21,281.05,,,387.73,334.39
2013-08-22,211.82,,,325.29,268.555
2013-08-23,239.31,,,348.51,293.90999999999997
2013-08-24,462.22,,,478.47,470.345
2013-08-25,205.06,,,287.2,246.13
2013-08-26,446.09,,,345.04,395.565
2013-08-27,348.58,,,358.44,353.51
2013-08-28,128.91,,,308.77,218.83999999999997
2013-08-29,523.53,,,479.86,501.695
2013-08-30,402.67,,,533.09,467.88
2013-08-31,458.27,,,399.88,429.075
2013-09-01,287.19,,,406.61,346.9
2013-09-02,164.02,,,323.53,243.77499999999998
2013-09-03,428.01,,,511.99,470.0
2013-09-04,244.3,,,304.8,274.55
2013-09-05,336.63,,,463.57,400.1
2013-09-06,446.87,,,437.15,442.01
2013-09-07,340.23,,,383.49,361.86
2013-09-08,487.26,,,420.66,453.96000000000004
2013-09-09,476.89,,,440.2,458.54499999999996
2013-09-10,394.73,,,406.81,400.77
2013-09-11,231.16,,,368.32,299.74
2013-09-12,131.89,,,204.64,168.265
2013-09-13,426.93,,,472.31,449.62
2013-09-14,318.33,,,344.52,331.42499999999995
2013-09-15,277.21,,,232.01,254.60999999999999
2013-09-16,177.39,,,142.93,160.16
2013-09-17,155.29,,,202.95,179.12
2013-09-18,264.0,,,317.39,290.695
2013-09-19,267.56,,,201.03,234.29500000000002
2013-09-20,547.29,,,444.49,495.89
2013-09-21,464.27,,,431.11,447.69
2013-09-22,197.18,,,375.75,286.46500000000003
2013-09-23,124.2,,,159.19,141.695
2013-09-24,223.72,,,141.44,182.57999999999998
2013-09-25,175.31,,,339.61,257.46000000000004
2013-09-26,244.26,,,238.88,241.57
2013-09-27,,,,236.84,236.84
2013-09-28,,,,442.26,442.26
2013-09-29,,,,408.72,408.72
2013-09-30,,,,536.68,536.68
2013-10-01,,,,484.48,484.48
2013-10-02,,,,469.58,469.58
2013-10-03,,,,463.91,463.91
2013-10-04,,,,419.84,419.84
2013-10-05,,,,340.4,340.4
2013-10-06,,,,385.49,385.49
2013-10-07,,,,75.35,75.35
2013-10-08,,,,162.57,162.57
2013-10-09,,,,317.5,317.5
2013-10-10,283.81,,,283.81,283.81
2013-10-11,476.92,,,478.15,477.53499999999997
2013-10-12,486.07,,,487.38,486.725
2013-10-13,479.64,,,480.87,480.255
2013-10-14,495.78,,,501.19,498.485
2013-10-15,496.27,,,420.84,458.55499999999995
2013-10-16,471.08,,,390.0,430.53999999999996
2013-10-17,475.73,,,425.8,450.765
2013-10-18,472.58,,,424.87,448.725
2013-10-19,414.14,,,379.01,396.575
2013-10-20,453.81,,,410.76,432.28499999999997
2013-10-21,418.9,,,384.4,401.65
2013-10-22,427.22,,,390.93,409.07500000000005
2013-10-23,323.56,,,271.25,297.405
2013-10-24,184.55,,,180.46,182.505
2013-10-25,350.19,,,302.81,326.5
2013-10-26,415.3,,,377.47,396.385
2013-10-27,375.93,,,313.44,344.685
2013-10-28,428.43,,,370.7,399.565
2013-10-29,395.67,,,372.96,384.315
2013-10-30,398.79,,,385.87,392.33000000000004
2013-10-31,346.28,,,310.54,328.40999999999997
2013-11-01,367.11,,,362.91,365.01
2013-11-02,343.26,,,295.82,319.53999999999996
2013-11-03,389.76,,,360.87,375.315
2013-11-04,254.61,,,261.6,258.105
2013-11-05,201.45,,,204.04,202.745
2013-11-06,335.2,,,345.56,340.38
2013-11-07,346.08,,,329.79,337.935
2013-11-08,285.56,,,210.75,248.155
2013-11-09,179.42,,,169.06,174.24
2013-11-10,294.51,,,274.71,284.61
2013-11-11,365.73,,,293.27,329.5
2013-11-12,272.87,,,264.62,268.745
2013-11-13,245.21,,,209.94,227.575
2013-11-14,290.22,,,213.0,251.61
2013-11-15,171.92,,,119.37,145.64499999999998
2013-11-16,113.98,,,87.8,100.89
2013-11-17,317.24,,,249.68,283.46000000000004
2013-11-18,368.92,,,306.47,337.69500000000005
2013-11-19,279.99,,,210.46,245.22500000000002
2013-11-20,314.99,,,289.38,302.185
2013-11-21,106.19,,,131.28,118.735
2013-11-22,249.6,,,276.63,263.115
2013-11-23,300.61,,,244.59,272.6
2013-11-24,343.93,,,185.57,264.75
2013-11-25,241.43,,,148.53,194.98000000000002
2013-11-26,203.61,,,154.3,178.955
2013-11-27,321.79,,,100.98,211.38500000000002
2013-11-28,356.78,,,303.45,330.115
2013-11-29,322.99,,,208.05,265.52
2013-11-30,203.44,,,96.64,150.04
2013-12-01,250.65,,,181.2,215.925
2013-12-02,115.15,,,110.5,112.825
2013-12-03,194.85,,,108.31,151.57999999999998
2013-12-04,152.55,,,212.84,182.695
2013-12-05,294.83,,,276.13,285.48
2013-12-06,315.06,,,294.23,304.645
2013-12-07,191.32,,,179.84,185.57999999999998
2013-12-08,234.45,,,274.94,254.695
2013-12-09,252.85,,,300.2,276.525
2013-12-10,154.55,,,263.67,209.11
2013-12-11,274.2,,,257.36,265.78
2013-12-12,69.35,,,74.09,71.72
2013-12-13,176.22,,,196.86,186.54000000000002
2013-12-14,232.73,,,143.58,188.155
2013-12-15,62.84,,,84.46,73.65
2013-12-16,250.39,,,290.51,270.45
2013-12-17,283.94,,,317.81,300.875
2013-12-18,163.97,,,327.15,245.56
2013-12-19,263.43,,,234.18,248.805
2013-12-20,194.39,,,241.56,217.975
2013-12-21,281.82,,,296.63,289.225
2013-12-22,287.48,,,273.55,280.515
2013-12-23,259.07,,,218.78,238.925
2013-12-24,44.88,,,78.5,61.69
2013-12-25,133.7,,,164.83,149.265
2013-12-26,128.77,,,165.61,147.19
2013-12-27,186.45,,,173.17,179.81
2013-12-28,119.02,,,119.11,119.065
2013-12-29,100.53,,,116.64,108.58500000000001
2013-12-30,41.75,,,118.69,80.22
2013-12-31,132.66,,,148.55,140.60500000000002
2014-01-01,96.45,,,73.18,84.815
2014-01-02,104.93,,,263.27,184.1
2014-01-03,174.17,,,225.44,199.805
2014-01-04,27.91,,,17.41,22.66
2014-01-05,234.32,,,127.82,181.07
2014-01-06,176.27,,,258.68,217.47500000000002
2014-01-07,232.85,,,229.47,231.16
2014-01-08,58.3,,,85.73,72.015
2014-01-09,117.77,,,197.18,157.475
2014-01-10,127.16,,,188.29,157.725
2014-01-11,214.29,,,298.31,256.3
2014-01-12,249.42,,,179.58,214.5
2014-01-13,239.26,,,142.97,191.115
2014-01-14,126.02,,,186.23,156.125
2014-01-15,29.17,,,48.63,38.900000000000006
2014-01-16,181.29,,,316.01,248.64999999999998
2014-01-17,148.13,,,174.76,161.445
2014-01-18,139.07,,,203.35,171.20999999999998
2014-01-19,216.11,,,260.73,238.42000000000002
2014-01-20,177.67,,,296.72,237.195
2014-01-21,67.91,,,159.69,113.8
2014-01-22,182.87,,,334.3,258.58500000000004
2014-01-23,258.5,,,235.55,247.025
2014-01-24,220.25,,,246.1,233.175
2014-01-25,229.96,,,284.58,257.27
2014-01-26,163.07,,,144.45,153.76
2014-01-27,313.86,,,346.45,330.155
